"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"out_all","0.981692","tmean_scaled","1.714787","prcpTempCorr_scaled","1.041602","isothermality_scaled","-0.066109","prcpTempCorr_anom_scaled","-0.519124","I(tmean^2)_scaled","0.057884","I(prcpTempCorr_anom^2)_scaled","0.054394","I(isothermality_anom^2)_scaled","-0.401001","tmean:isothermality_scaled","0.131768","clay:AWHC_scaled"
